Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
12,Hufflepuff,Rocky,Trask,2000-03-13,Right,26647.0,709.0946138370517,1.7053889315251418,-7.0909461383705175,7.091,-328.7129552924333,435.50218282153816,6.300649174524696,1037.0283168962144,8.110274495677984,-0.9391444307251472,-244.00363,7.56
13,Slytherin,Fred,Simms,1997-02-27,Left,37984.0,-544.1920488261749,-7.308855989623728,5.441920488261747,-6.18,-319.94687532983534,391.6529162915922,2.91473188799465,1082.5814087477208,10.948790872858233,1.7738866787768597,-251.12516000000002,-80.42
14,Ravenclaw,Jan,Saylor,1998-03-16,Right,44791.0,-197.52731769185084,2.7424444339618588,1.9752731769185083,6.603,527.3563229707513,605.5906004179383,5.480097322152394,1063.522360673685,9.407484155858127,-1.1126491143177455,-232.65964,-19.94
15,Ravenclaw,Long,Burks,2001-10-03,Left,21630.0,-447.6498122360021,4.046727136762162,4.476498122360021,4.949,810.1544831409043,615.5310876490132,3.653494560249915,1075.8538502533456,9.622899465889688,0.5670955443680077,-229.38228999999998,17.0
16,Gryffindor,Fran,Jorgensen,1997-09-23,Left,41907.0,470.65375662672136,-5.518263685781008,-4.7065375662672135,4.425,-434.2932661222959,596.6100889263835,-4.1618229744065465,967.2239116973597,5.027414761055882,-1.135957011752296,-252.27344,174.27
17,Gryffindor,Freddie,Ward,2001-05-31,Left,58796.0,651.1987485578007,-4.8207708528931414,-6.5119874855780076,4.357,-468.2847232096298,626.3728860307857,-5.206672041512534,935.5792903077672,3.0632066243706,0.17361454831463918,-254.92326,212.37
18,Ravenclaw,Tyrone,Cooley,2000-03-09,Right,15578.0,-151.08820873346482,6.8718573378725765,1.510882087334648,7.9060000000000015,645.4474512014251,607.4427290526703,6.317446315222874,1091.054831002211,11.708777390143444,0.2605563047012814,-226.76896000000002,11.22
19,Hufflepuff,Elden,Scholl,1999-04-18,Right,56909.0,458.1270261474805,6.981588542540248,-4.581270261474805,5.686,-579.6685909175318,403.3276902605525,4.2658097542267495,1052.0352351526687,3.4565189893797363,0.0702055342612155,-242.99903999999998,3.81
20,Gryffindor,Mel,Marion,1998-12-20,Left,,703.5535475473841,-3.858216489463063,-7.035535475473843,5.8660000000000005,-433.25035863215834,610.7326695816761,-5.029523289367204,944.9723856289353,3.0358906702990742,0.16250128642216274,-252.72547999999998,215.2
21,Gryffindor,Pansy,Mosher,1999-12-15,Left,31882.0,689.3561417314064,-5.76315776392788,-6.8935614173140625,5.942,-16.519432386501975,,-1.9744468934349493,961.1128278945888,4.431963256041222,1.5627795342839057,-251.21916000000002,136.89
22,Ravenclaw,Joseph,Coulter,2001-08-22,Left,39873.0,-264.6783109979997,5.949951054189216,2.6467831099799968,6.829,745.4656657154428,626.8233315636505,4.886733220972539,1079.5493945614721,9.318098487516489,0.36438707213343535,-228.79359,-1.72
23,Hufflepuff,Rosie,Tuggle,1999-07-05,Left,44987.0,673.1671096812503,0.13151630549744284,-6.731671096812503,9.421,-709.6964283834683,461.89673418950485,0.5318228689636264,1073.5852035654214,6.346026797398995,1.7477697551565254,-245.83067000000003,23.46
24,Ravenclaw,Esther,Li,2001-08-02,Left,79537.0,-511.2264383563732,7.963183549223157,5.1122643835637325,5.769,419.7555989776198,663.157592339586,7.089607790294157,1035.424804329289,7.288428374016317,0.2360522784837765,-228.83988,-6.4
25,Hufflepuff,Lucio,Wray,1999-01-21,Left,46505.0,508.1611883528949,6.11314406193578,-5.081611883528949,3.284,-387.5559813493135,407.31994051086957,5.142065215250079,1037.0804332529328,5.109155180436624,1.3300362081007877,-244.66168,19.76
26,Slytherin,Araceli,Flint,1998-03-01,Left,66246.0,-419.02208521911433,-6.655229617697697,4.1902208521911435,-6.006,-322.019869231814,408.62799964753634,4.83789747048606,1039.9434988980925,8.739039146518566,0.022792243269547617,-253.04748999999998,-91.44
27,Hufflepuff,Georgianna,Wooten,2000-01-18,Right,32991.0,612.5930323684191,4.166334753886695,-6.125930323684193,5.142,-528.8095274677344,455.1147406869151,1.8799979516358296,1047.7888270360195,6.670688893495349,0.604617316244031,-245.14028,76.2
28,Gryffindor,Mimi,Baird,1997-05-22,Left,40401.0,236.8888790015881,-5.077751004602562,-2.3688887900158813,5.517,-544.7589088830549,604.0963783054931,-4.9553196318390045,977.8967780641292,4.377128702454228,-1.5510451995400842,-249.38786000000002,173.06
29,Hufflepuff,Brandy,Andrus,2000-12-27,Right,48832.0,458.3420379432199,3.331786028979228,-4.583420379432199,5.794,-357.1443808641858,327.38462690306415,8.575962196183463,1051.3448283965224,4.055017084006755,0.21773648372598434,-243.73112000000003,-100.06
30,Hufflepuff,David,Mcclelland,2000-03-11,Left,48984.0,600.0813499884385,3.464527018807125,-6.0008134998843845,6.881,-678.5236439998978,387.2356260460736,5.68741322272218,1069.242717805681,6.449913395821935,1.9518172949103816,-244.6194,-36.54
31,Gryffindor,Kermit,Craft,2000-11-18,Left,58112.0,514.3419372851155,-2.832054657210328,-5.143419372851155,5.754,-685.1710296006307,618.4414085954005,-7.003952866834519,957.091137731852,1.7322365656983032,0.3585953072795056,-252.33586,223.8
32,Ravenclaw,Carroll,Kersey,1999-10-20,Right,56259.0,-301.4833725111648,4.470596381712079,3.0148337251116484,6.545,887.0278523685254,650.5954044412074,5.728551916089313,1075.0938286730584,9.550556841973153,-1.1975563813262404,-229.64983999999998,-35.06
33,Hufflepuff,Julie,Connolly,1998-05-29,Right,54477.0,413.5749839598835,4.907536817133842,-4.135749839598836,3.259,-363.0965932034584,325.8143841057654,4.604073252276106,1052.1052266728987,1.6087835209345582,0.4543663775736535,-246.1036,-48.86
34,Ravenclaw,Granville,Mulligan,2001-05-08,Right,71169.0,-766.5199010356482,4.98546710874463,7.665199010356482,,670.6124148280203,587.5367388622665,3.4827942968644243,1042.5983367173747,2.4429129732006607,,-230.82054,-38.07
35,Ravenclaw,Hannah,Canady,1998-11-06,Right,44450.0,-279.0010918745341,7.198095103701769,2.790010918745341,6.977,251.7144465726503,587.6228267343893,2.4566522833971103,1046.8355215419786,4.685132914318022,0.007051239074182185,-231.20615,50.89
36,Hufflepuff,Lucien,Burt,1998-06-03,Right,43212.0,569.2137823348702,6.738672109965893,-5.692137823348701,5.141,-383.95285985132637,379.04195960795005,2.7647390103619123,1038.4298006989293,1.575659247465963,1.6422058316382266,-244.35366000000002,30.91
37,Hufflepuff,Julia,Montez,2001-05-04,Right,59927.0,384.37314002707774,6.690899582239733,-3.8437314002707774,6.617000000000001,-715.2215547883462,456.35406360746805,4.847747054958306,1053.7152239332383,5.760332596076107,1.0959524660246396,-241.35887000000002,15.52
38,Slytherin,Wendell,Ratcliff,1997-08-14,Right,40775.0,-619.3515715066602,-8.887563696339651,6.193515715066601,-6.92,-267.62216563601805,376.5402382619666,6.832455538744942,1056.1574171832387,11.708296678300936,-0.047774146829852634,-251.37265,-125.38
39,Gryffindor,Angela,Han,1999-09-02,Right,36947.0,595.093516815514,-4.5399626259008725,-5.950935168155142,5.825,-526.992894168597,599.5970452832613,-4.4547142615818585,,4.163735873868918,0.4720483839118659,-251.84998,204.58
40,Gryffindor,Ben,Southard,2001-03-22,Left,52334.0,494.083695769108,-4.853242383525319,-4.94083695769108,5.4220000000000015,-413.78262153792434,603.4019170744108,-5.213071996448341,944.0464656850093,1.7817419059762996,-1.416966998705505,-252.49781000000002,189.06
41,Hufflepuff,Orville,Hebert,1996-11-19,Right,29293.0,486.4150306274456,5.475306512698818,-4.864150306274456,6.614,-438.34397889607584,482.0620580996968,4.616138358367079,1029.8250116917336,7.088150790851537,-1.8906647860919297,-240.69411000000002,70.68
42,Ravenclaw,Julianne,Forrest,1999-04-23,Left,41965.0,-591.878579651734,6.603584822402266,5.91878579651734,3.217,388.55508009407134,573.2188619585679,6.569018353245692,1042.5362544080783,7.568807005325795,-0.7100093957918503,-230.27083,2.56
43,Hufflepuff,Rosanna,Rinaldi,1997-07-22,Right,44741.0,432.5608992333849,3.8529080471086825,-4.325608992333849,2.2680000000000002,-275.7517474501566,350.30527411138735,,1041.5608778499807,6.301946027733197,0.7430643743812463,-245.25253999999998,-64.69
44,Hufflepuff,Jerald,Woodworth,1998-12-17,Left,51536.0,440.0873111670082,5.1722758619274565,-4.400873111670082,4.542,-601.1879804095211,385.0149322785431,3.4715081598698303,1059.512001699204,4.0134841408943345,-0.14404084283873952,-245.0047,-1.25
45,Ravenclaw,Letha,Kim,2000-05-17,Right,73385.0,-415.0263289492602,7.254609476514043,4.150263289492602,6.916,489.1024503769474,667.2904112153512,7.920045613054778,1058.228762712228,9.549079995699305,-1.6593503778036771,-227.92076,-28.93
46,Ravenclaw,Laverne,Burrow,2000-11-04,Left,59112.0,-390.7121666260828,4.3721050124103655,3.907121666260829,4.588,473.1527272589132,568.7877937159745,6.340340502640148,1044.9001583316203,6.523428759380362,1.1466909470801074,-233.10451,-38.71
47,Hufflepuff,Chelsey,Barney,1997-06-09,Right,52190.0,496.1748495670465,4.660387161137372,-4.961748495670465,5.138999999999999,-507.79656710679564,354.73273102288323,5.0054402954078725,1057.4527988027044,3.3895014197678117,1.0588427576788306,-245.05353,-38.96
48,Slytherin,Lorna,Graves,2000-03-28,Left,68570.0,-387.74483245021133,-4.604619969975151,3.8774483245021134,-6.945,-419.16429373366526,403.71291151908974,1.72055017703211,1058.5804798295928,7.637557962209646,-0.4045276627737053,-253.98429,-54.3
49,Gryffindor,Efren,Sotelo,2000-03-24,Left,53157.0,642.0668078877801,-3.731583390209028,-6.4206680788777994,5.537000000000001,-430.8413869051128,592.0578084894732,-5.679532987655486,952.4800067295447,1.6241740139985756,-2.0024508868722384,-253.20893999999998,195.93
50,Gryffindor,Israel,Roach,1999-03-23,Right,42836.0,420.6281622512083,-5.996391408199898,-4.206281622512083,4.066,-490.6709728461078,586.5663669451293,-4.608931187986684,958.5203482884486,4.0119384673969325,-0.6921841218019021,-253.0686,177.52
51,Slytherin,Gene,Southerland,1997-11-18,Right,47880.0,-508.0961662440525,-5.3151173064857415,5.080961662440525,-7.952000000000001,-460.66974594553113,373.2900322282527,2.211948801657565,1080.1149921632357,9.819557716523132,-1.2111045718472646,-253.02187999999998,-63.61
52,Slytherin,Adelina,Bivins,1999-08-28,Right,40993.0,-659.0745091004828,-1.3897815697389886,6.5907450910048295,-4.6530000000000005,-707.6370173199118,362.34630223638914,2.7747501536998858,1066.5744228339968,6.8559861598597145,1.2281718327105295,-247.19169,-40.26
53,Ravenclaw,Tabatha,Lu,2001-10-14,Right,65458.0,-518.0808291697741,4.401277678206937,5.180808291697742,6.267,412.67710381763453,640.9103293894799,,1045.8548871507269,9.036945116609786,-0.0586039300623706,-229.72009,-37.21
54,Gryffindor,Rena,Conners,2000-01-03,Left,44262.0,442.5297807980382,-4.159918828909026,-4.425297807980382,5.766,-725.1181562349636,569.3116078495827,-6.499374126107093,951.2873280242824,0.8087147473593586,0.4131136082059517,-252.47465,207.58
55,Slytherin,Sallie,Olivares,2001-05-08,Left,68337.0,-240.5808380546587,-8.466872317161561,2.4058083805465857,-3.055,-362.5056034493952,462.16259408384764,7.084376678562577,1031.4035829641168,11.6007286096271,-0.606269997825454,-252.16026000000002,-100.81
56,Hufflepuff,Kirby,Toscano,1998-11-20,Left,37503.0,655.7822946950319,4.013761055058096,-6.557822946950319,,-565.2083930793641,488.0185114462386,3.697794829572822,1044.3344279084552,8.27520702841892,0.5963720283092984,-243.60572000000002,65.23
57,Slytherin,Tammi,Dexter,1997-03-15,Right,54555.0,-400.74189368019563,-4.149147757648881,4.007418936801956,-4.711,-479.519923618225,408.28267256684836,3.1392272930778238,1055.2616034259238,8.413704761490253,-0.4323140279542813,-250.70782000000003,-50.1
58,Hufflepuff,Santo,Call,1999-11-09,Right,18882.0,679.9441148751796,4.749802945846046,-6.7994411487517965,2.991,-361.6947070580284,381.05457929351303,5.284483976823548,1038.2415655133746,7.024570762628695,-1.332439437031939,-245.8258,41.31
59,Gryffindor,Millicent,Corcoran,1997-10-07,Right,45361.0,579.2673013893152,-4.8126746857821265,-5.792673013893156,5.5889999999999995,-286.93824511056187,592.320612107805,-3.2307414012837987,974.1081657516603,4.820525642893224,0.602047949653184,-251.28892000000002,150.33
60,Slytherin,Vincenzo,Seaton,1997-05-29,Right,51703.0,-461.4093394908483,-5.8872827743486225,4.614093394908483,-6.869,-334.1827270884367,395.5129669617437,3.5070920536817827,1057.4804761308203,9.408525512226813,-1.1078928252127682,-252.45352999999997,-68.8
61,Ravenclaw,Patti,Montano,1998-03-24,Left,44262.0,-352.50013096293725,5.501649628380539,3.5250013096293724,6.285,757.775542692951,654.4987457049356,4.3774327672933975,1077.1075977706141,9.752553292928006,1.5398819014558929,-228.81557,7.38
62,Hufflepuff,Bobby,Ezell,1997-07-18,Left,62083.0,432.2355311779952,4.760955687348787,-4.32235531177995,5.584,-443.2561433856852,333.6560195053469,6.010138182397384,1056.628084205546,1.8371015411409224,0.5029246072838629,-244.47797000000003,-79.62
63,Hufflepuff,Valentine,Benavidez,1996-12-13,Right,70512.0,191.66200704041302,4.712187320128479,-1.9166200704041303,5.615,-810.1462515885353,363.35690519590827,2.8353328888452225,1084.6650919261292,2.267171052630643,-0.5614439161201905,-244.06117999999998,-57.35
64,Hufflepuff,Dollie,Gibson,1998-01-14,Right,55840.0,326.22171982116316,7.407129158171243,-3.2622171982116317,5.6979999999999995,-603.3918929741014,411.3884030926083,3.572576309284673,,2.7482777708263617,-1.1008769793740267,-241.80062999999998,15.35
65,Hufflepuff,Jessica,Tanner,1999-12-11,Left,73353.0,376.58535593551886,4.537302114503309,-3.7658535593551887,6.843,-705.9976763015817,385.06261250357255,6.401809033311918,1071.026217904592,4.42061772532745,0.8373674019463226,-243.33105,-80.51
66,Hufflepuff,Bart,Burnside,2000-03-20,Right,64219.0,405.57572877883433,4.3478957474584,-4.055757287788343,5.813,-897.8370960082959,465.411826568784,5.286010067276183,1075.488163826367,9.165098168617954,0.1941036295098912,-243.61837000000003,-6.49
67,Ravenclaw,Sydney,Lamar,1996-12-19,Right,30461.0,-608.1609661362443,7.030299546150498,6.0816096613624415,3.873,110.63657300399299,540.539570096604,6.564960248876256,1038.7145849967512,7.0499228867192425,0.4109491944126668,-229.90781,17.89
68,Gryffindor,Lesley,Conley,2000-02-08,Left,39225.0,546.1048515582914,-5.177676827131712,-5.461048515582916,5.2360000000000015,-478.2053839467278,583.9009789986392,-5.619651212802019,932.1547541090092,1.3723222888566218,1.1736933909229337,-253.30962000000002,213.83
69,Hufflepuff,Tia,Shoemaker,2000-01-03,Right,58659.0,558.9850768521734,7.199280557305688,-5.589850768521735,3.763,-384.84017139647807,366.7438360311535,8.973601303380999,1037.3067189449287,4.961227318522902,1.3333567521300267,-243.94171,-47.23
70,Ravenclaw,Milo,Wicks,1997-05-10,Right,,-189.27003255905223,4.7061151410689135,1.892700325590522,7.776,636.457836760555,618.4120768692837,5.972014066480608,1065.549153467155,8.157173029037725,1.3578528720761662,-230.66224,-34.52
71,Slytherin,Chauncey,Ambrose,1997-09-23,Right,56313.0,-463.6502500606741,-2.457738111279645,4.636502500606741,-3.523,-497.6966702112428,448.2469179293768,3.0324715106011406,1033.5124263006678,7.354243224801251,-0.31705462760272096,-248.22068,-13.85
72,Slytherin,Robbin,Cortez,1998-09-21,Right,37901.0,-508.0190338128575,-4.0790188726094065,5.080190338128575,-5.725,,407.1401840978691,4.7358574923446985,1052.0715585372977,10.65707959157059,0.3930427747554777,-249.20965,-39.65
73,Hufflepuff,Mellisa,Musgrove,1999-01-26,Left,46240.0,530.227319204472,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61
74,Ravenclaw,Alexander,Ashworth,1998-10-12,Left,54847.0,-203.96737761219387,3.998021154306869,2.039673776121939,7.718,806.681413559967,624.0858951051516,5.781731645651822,1082.0672531603082,9.071699291714696,0.012897888422093122,-230.17997000000003,-51.5
75,Hufflepuff,Jessie,Madden,2000-11-11,Left,54986.0,440.84382623089516,6.506027505582906,-4.408438262308951,4.794,-392.97603948152664,411.03990190478265,6.1003213300208685,1036.1595341491422,4.221408674350881,-1.1535875769773252,-242.80759,-6.28
76,Ravenclaw,Marcos,Pfeifer,2000-11-15,Left,69442.0,-557.4308145437269,7.632078695509895,5.57430814543727,5.269,638.1494093440018,636.6509269642495,4.514082718303876,1059.4215080570089,5.990332243527781,0.1350349866516061,-228.8198,-9.2
77,Ravenclaw,Bess,Browne,2001-08-14,Right,46350.0,-298.2622717840378,5.54437673886142,2.982622717840377,6.6579999999999995,432.3369006341099,645.247265223469,4.797739920975449,1048.1908595432876,8.733861638425891,0.14504609605254093,-230.3282,32.77
78,Hufflepuff,Marilynn,Maki,2001-01-06,Left,70868.0,349.7348064996019,2.2628549354313416,-3.4973480649960202,4.612,-569.1749940807236,417.2556309736137,4.857709460854919,1064.649952266996,5.7244714074980845,-0.3892734498133775,-245.9729,-54.51
79,Hufflepuff,Seth,Conaway,1999-09-18,Right,68359.0,418.6807819064729,2.3987267447642164,-4.186807819064732,5.468,-521.3102149343797,459.21001773686135,5.054253489955328,1054.5440184680233,6.7893895060061205,1.1015454775412754,-245.05387000000002,-28.36
80,Hufflepuff,Concepcion,Wilkinson,1999-06-19,Left,46079.0,474.2898484815368,2.8237462830384312,-4.742898484815368,4.681,-404.59594543529136,405.7418984473488,6.156093737254994,1047.1635445539496,6.482312107498415,0.6270437847565277,-244.82077999999998,-26.57
81,Slytherin,Antonette,Falcon,1999-08-01,Right,11030.0,,-6.842722845903242,7.840030898335224,-3.253,-659.4140302422647,351.059963478086,9.85368742037005,1065.3667323619277,13.48141806518045,0.4608029791192174,-244.30022999999997,-125.24
82,Slytherin,Arnold,Kersey,1998-06-12,Right,37887.0,-515.8409219526714,-6.540225265528053,5.158409219526714,-7.4910000000000005,-497.8380424628671,370.4816797403157,,1081.1865600725398,12.161321413854992,-1.2188837931329186,-252.12602,-82.61
83,Gryffindor,Rosita,Riddick,2001-09-27,Right,56134.0,336.0623367778062,-4.917391145130838,-3.360623367778062,5.402,-506.97699448819606,634.1718917533511,-4.248889474217036,971.0193242051724,4.928506629654286,1.245107500969116,-250.44466,168.2
84,Hufflepuff,German,Bronson,2000-06-22,Right,58549.0,477.18915910727776,4.6698509754366935,-4.7718915910727775,6.445,-742.8481132871193,380.2449783858424,4.889160429203322,1072.8751751657326,4.859939345873153,-1.2133457990902643,-244.21177000000003,-39.78
85,Hufflepuff,Hallie,Slade,2001-04-10,Left,51592.0,404.63063954915225,3.2481628597843266,-4.046306395491522,6.27,-405.99285129636655,453.91232498038454,,1039.7605177063929,6.340714686673364,0.02530939150926921,-242.60241000000002,-11.22
86,Hufflepuff,Rufus,Geiger,2000-06-29,Right,20807.0,661.1120436579648,5.070565395322594,-6.611120436579647,4.824,-275.12948676839557,437.2001972439055,3.8957049551159013,1021.8547005146866,5.904646144320843,0.05858766017115356,-243.93181,78.72
87,Hufflepuff,Shanna,Reuter,2000-02-06,Left,32491.0,793.0759523309309,5.613896018167057,-7.930759523309311,4.977,-533.3751884407543,428.34971424877295,7.111135197996642,1041.2456163269326,9.235553491752476,0.2456461937367628,-244.50672999999998,35.69
88,Hufflepuff,Marion,Galindo,2000-02-23,Left,47052.0,561.6559199596363,6.154023758537017,-5.616559199596363,3.7489999999999997,-246.9314297363984,386.41912618796374,4.249600813824982,1028.143468794004,2.5104245404568672,-0.8511317571161439,-245.17349,17.14
89,Gryffindor,Aisha,Steffen,2000-02-08,Right,67687.0,239.69576421273362,-3.4640191301689454,-2.396957642127336,5.25,-602.3663235488892,659.3533550509658,-7.392166051120612,962.8172288806368,2.142782574905993,-1.4746064699518395,-250.64727000000002,212.01
90,Gryffindor,Tabatha,Bartlett,2000-02-13,Right,47749.0,473.9594644537471,-5.203283992057737,-4.739594644537472,5.212999999999999,-598.1996765989197,598.2177024949481,-5.7227426492442905,931.5404071789533,1.4396819350126968,,-253.36057999999997,213.28
91,Gryffindor,Oma,Prosser,1998-07-26,Left,60337.0,308.54461787237733,-3.6096540503280985,-3.085446178723773,6.882999999999999,-231.057459318709,636.0795719842497,-4.939479676363117,984.255441883197,2.9838141870231385,-0.9146227391949916,-247.82592000000002,147.71
92,Ravenclaw,Florine,Crabtree,1999-04-04,Left,38317.0,-345.89128549463555,6.96155360435082,3.4589128549463566,5.8610000000000015,465.421011142633,593.0667059477843,5.746750567656782,1047.7662420039394,7.4960684415118966,-0.8711453603276128,-229.55943,18.77
93,Hufflepuff,Glenna,Rodman,2000-02-07,Right,86521.0,236.8861914184944,3.889555606890064,-2.368861914184944,,-334.6255678679438,408.33127192815147,2.625982150484424,1048.5681604557276,-0.2461026445953109,0.15812860944424978,-244.86997000000002,-57.61
94,Hufflepuff,Sarah,Mccurdy,2000-05-24,Right,40041.0,423.72970727890487,7.297099109535134,-4.237297072789048,5.725,-413.6913707528254,392.29596800999326,3.3471567507216777,1037.2260073063885,1.8286400171438568,1.3960199262805228,-241.87543,32.42
95,Hufflepuff,Vesta,Rodman,2000-02-19,Left,32995.0,737.2957435720047,4.380005410809342,-7.372957435720048,5.415,-353.1070078725637,298.21895991191036,3.6443987884960087,1051.5941183023024,1.2289187534920265,0.2048944997103961,-246.92665,-22.77
96,Gryffindor,Gabriella,Snook,1999-04-05,Left,40377.0,529.1895411283647,-3.7856221594879567,-5.291895411283647,5.922999999999999,-645.3830056545745,615.0863313301887,-5.4829806088532616,960.6549757710112,4.160832420156689,-0.496053015772492,-251.26696,220.38
97,Ravenclaw,Billie,Irvine,1998-03-23,Left,48416.0,-454.6973968449776,4.1521893682783775,4.546973968449776,5.4639999999999995,587.6877059480232,609.1149083500918,5.035510550182293,1064.4063373741496,8.220708584271447,-0.7585919776943548,-230.70508999999998,-19.33
98,Slytherin,Allison,Ketchum,1998-07-20,Right,35796.0,-662.4667943509653,-4.4429124927184365,6.624667943509652,-3.542,-624.8435109690846,374.422516668655,6.043296729866028,1057.4390369668408,9.448966565083404,-0.9391020568781272,-246.52071,-83.43
99,Hufflepuff,Dovie,Darden,1997-10-09,Right,72219.0,385.25969529995973,5.81125399995247,-3.8525969529995976,4.1080000000000005,-507.4167192404275,379.1414663677916,3.6750694633102596,1056.1924277622848,1.9250482727865847,0.3371504289632541,-245.50725,-32.85
100,Gryffindor,Dianne,Gulley,1997-08-06,Left,32401.0,663.3114579687891,-3.7379586281520014,-6.633114579687891,5.3210000000000015,-355.91334409817483,621.4829544195684,-4.58539579746124,976.9447294813398,6.467256170447585,0.8078199234012003,-250.98496,209.29
101,Hufflepuff,Robbie,Waller,2000-06-10,Left,35880.0,571.7538745192702,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71813999999998,32.63
102,Ravenclaw,Mariah,Allison,1999-09-08,Left,75206.0,-635.5742012070349,5.435313135279752,6.3557420120703485,4.203,538.2390293299384,628.4171762940286,3.6035049617138015,1041.8250846013768,4.725093354369534,0.16383412340521916,-231.65535,-8.22
103,Hufflepuff,Eunice,Kimball,1997-09-14,Right,56467.0,529.3030052289412,4.204821103561154,-5.293030052289412,6.89,-511.8962774657433,386.227460206767,6.335260445646684,1054.6768353183302,4.540173864869352,-0.9805984774659277,-243.6346,-50.5
104,Ravenclaw,Jermaine,Hilton,2000-06-17,Right,57493.0,-316.95819630401763,7.056762549034356,3.169581963040176,6.811,439.41168465083916,635.974144011163,7.627175738593737,1051.755077750188,9.270981683234801,0.8064682477769355,-228.81269,-9.05
105,Gryffindor,Darius,Pond,1999-06-09,Right,47435.0,514.2680470858512,-6.93864145908022,-5.1426804708585125,3.594,-299.5844495831252,593.3684428138996,-2.623107733979692,956.078922072012,5.4962643095943235,-0.5508715518068543,-253.83872999999997,147.31
106,Slytherin,Wilma,Marroquin,1998-12-29,Right,58994.0,-529.8336462977353,-7.551878451788433,5.298336462977353,-5.441,-420.00614557255125,372.0458319129935,7.031750274519412,1046.2061307871647,9.484187396697552,1.7694646986024396,-251.70157000000003,-134.02
107,Gryffindor,Sylvester,Smallwood,1997-03-14,Right,66124.0,153.9488923822856,-6.954602943219923,-1.539488923822856,4.563,-236.09768249562785,573.5525538447382,-4.505731041841491,,-0.07876881185512241,-0.8137008722795482,-252.0244,109.0
